dep;sexe;jour;hosp;rea;rad;dc;hosp_h;rea_h;rad_h;dc_h;hosp_f;rea_f;rad_f;dc_f
89;0;23/04/2020;117;27;139;49;60;24;74;27;57;3;64;22
90;0;23/04/2020;164;23;332;141;87;19;197;84;76;4;135;57
91;0;23/04/2020;1150;175;981;363;558;111;588;214;573;61;386;145
92;0;23/04/2020;1936;353;2342;758;1053;267;1342;447;866;83;989;305
93;0;23/04/2020;1578;214;1858;752;804;148;1095;468;756;59;745;277
94;0;23/04/2020;2071;295;1961;827;1077;215;1096;473;977;80;839;337
95;0;23/04/2020;960;132;1499;508;505;92;883;326;449;39;610;180
971;0;23/04/2020;24;14;70;12;17;10;34;5;7;4;36;7
972;0;23/04/2020;33;9;62;14;21;7;32;10;12;2;30;4
973;0;23/04/2020;3;0;34;1;1;0;16;1;2;0;18;0
974;0;23/04/2020;10;2;98;0;7;2;47;0;3;0;51;0
976;0;23/04/2020;21;4;58;6;14;4;35;5;6;0;22;1
1;0;24/04/2020;166;20;224;73;79;16;123;43;84;4;95;29
2;0;24/04/2020;292;38;586;192;146;24;228;115;146;14;356;74
3;0;24/04/2020;52;14;110;24;27;10;46;11;25;4;62;12
4;0;24/04/2020;30;2;97;7;15;0;39;5;15;2;57;2
5;0;24/04/2020;38;7;92;6;14;5;55;2;23;2;37;4
6;0;24/04/2020;269;51;387;118;135;29;183;64;121;16;194;52
7;0;24/04/2020;99;25;252;55;65;22;104;35;31;1;124;15
8;0;24/04/2020;54;12;105;42;23;8;54;21;30;4;49;21
9;0;24/04/2020;11;1;25;2;4;1;13;1;6;0;10;1
10;0;24/04/2020;232;16;338;99;128;13;188;63;101;2;149;35
11;0;24/04/2020;61;8;143;47;32;6;78;34;29;2;65;13
12;0;24/04/2020;46;2;98;20;20;2;49;11;26;0;49;9
13;0;24/04/2020;1010;186;2016;353;524;138;1032;187;482;47;947;164
14;0;24/04/2020;148;28;153;54;66;22;85;37;82;6;67;17
15;0;24/04/2020;21;4;26;4;13;3;15;3;8;1;11;1
16;0;24/04/2020;9;2;37;10;2;1;23;7;6;0;14;3
17;0;24/04/2020;74;14;81;37;42;12;47;25;32;2;34;12
18;0;24/04/2020;83;3;65;50;34;3;35;27;48;0;30;22
19;0;24/04/2020;77;10;55;22;45;7;29;20;31;2;26;2
21;0;24/04/2020;303;54;582;200;131;29;268;120;171;25;310;80
22;0;24/04/2020;53;6;116;24;25;4;57;15;27;2;59;9
23;0;24/04/2020;26;9;20;5;12;4;13;3;14;5;7;2
24;0;24/04/2020;35;4;48;9;17;1;27;3;18;3;21;5
25;0;24/04/2020;177;49;388;106;94;36;204;63;82;12;180;41
26;0;24/04/2020;139;34;357;112;83;23;194;65;54;9;163;47
27;0;24/04/2020;113;10;82;62;52;9;40;31;60;1;41;31
28;0;24/04/2020;239;22;280;79;103;18;144;39;127;4;123;39
29;0;24/04/2020;80;19;121;34;47;13;71;20;33;6;49;13
2A;0;24/04/2020;57;7;85;41;22;6;36;26;35;1;49;15
2B;0;24/04/2020;13;2;83;8;7;1;44;5;6;1;39;3
30;0;24/04/2020;126;28;172;46;65;17;94;24;61;11;78;22
31;0;24/04/2020;159;67;420;44;104;56;225;31;50;11;192;13
32;0;24/04/2020;37;6;43;16;20;5;25;10;17;1;18;6
33;0;24/04/2020;252;68;584;103;133;51;297;50;119;17;286;53
34;0;24/04/2020;126;40;513;98;62;30;251;57;61;9;256;41
35;0;24/04/2020;164;17;246;66;93;11;144;34;69;5;101;32
36;0;24/04/2020;113;9;55;58;53;4;22;34;59;5;32;24
37;0;24/04/2020;159;37;182;55;77;28;93;38;81;8;88;17
38;0;24/04/2020;219;34;380;95;110;25;184;54;105;9;194;41
39;0;24/04/2020;108;9;137;43;45;8;60;22;61;1;77;21
40;0;24/04/2020;27;4;42;10;18;3;23;6;9;1;19;4
41;0;24/04/2020;120;14;102;38;58;10;55;24;62;4;47;14
42;0;24/04/2020;438;80;527;168;241;66;274;113;194;12;247;55
43;0;24/04/2020;39;1;65;9;16;1;24;6;22;0;41;3
44;0;24/04/2020;256;35;349;110;126;28;191;61;126;7;157;48
45;0;24/04/2020;252;56;354;63;133;41;184;40;118;15;170;23
46;0;24/04/2020;23;5;123;15;12;4;43;6;11;1;80;9
47;0;24/04/2020;33;3;36;5;19;3;19;5;14;0;16;0
48;0;24/04/2020;2;0;15;0;0;0;10;0;2;0;5;0
49;0;24/04/2020;186;30;347;89;110;23;166;53;74;7;179;36
50;0;24/04/2020;51;11;92;36;33;11;45;17;18;0;44;19
51;0;24/04/2020;344;45;638;196;191;35;291;117;148;10;339;77
52;0;24/04/2020;74;21;125;53;36;11;73;23;38;10;52;30
53;0;24/04/2020;86;10;72;27;38;8;37;14;48;2;35;13
54;0;24/04/2020;450;108;608;247;229;78;294;144;210;26;293;101
55;0;24/04/2020;135;15;254;77;70;9;127;43;65;6;127;34
56;0;24/04/2020;132;17;260;75;73;15;146;46;58;2;114;29
57;0;24/04/2020;945;138;1351;610;484;96;683;345;457;42;662;261
58;0;24/04/2020;52;8;41;21;22;6;12;10;30;2;29;11
59;0;24/04/2020;909;203;1164;403;470;150;598;212;434;52;556;186
60;0;24/04/2020;457;51;678;304;205;37;355;176;248;14;318;127
61;0;24/04/2020;59;13;147;27;37;13;59;17;21;0;88;10
62;0;24/04/2020;440;69;711;194;213;51;345;115;223;17;361;79
63;0;24/04/2020;47;16;120;31;26;12;65;20;21;4;55;11
64;0;24/04/2020;71;9;139;20;36;7;75;14;35;2;64;6
65;0;24/04/2020;77;4;81;19;32;3;44;8;44;1;36;11
66;0;24/04/2020;25;12;246;28;17;10;104;13;8;2;142;15
67;0;24/04/2020;911;175;1547;479;490;123;852;275;415;52;686;201
68;0;24/04/2020;963;120;1683;654;494;82;912;396;465;38;766;253
69;0;24/04/2020;1180;188;1604;454;556;145;804;246;619;43;767;198
70;0;24/04/2020;114;15;151;63;61;12;79;40;52;3;71;23
71;0;24/04/2020;214;25;392;146;112;20;177;76;101;5;213;70
72;0;24/04/2020;142;13;193;47;75;11;98;24;67;2;95;23
73;0;24/04/2020;83;11;286;41;46;8;133;27;37;3;152;14
74;0;24/04/2020;230;38;575;126;126;29;319;77;99;8;249;49
75;0;24/04/2020;2624;557;3537;1327;1424;414;2062;845;1169;141;1446;470
76;0;24/04/2020;241;59;491;133;115;43;236;87;121;16;250;44
77;0;24/04/2020;695;147;1523;437;378;107;873;258;314;40;633;178
78;0;24/04/2020;848;125;1289;398;417;98;730;243;422;25;554;153
79;0;24/04/2020;26;3;38;14;15;2;18;8;11;1;20;6
80;0;24/04/2020;303;47;458;164;132;37;227;98;167;10;224;65
81;0;24/04/2020;37;8;65;18;18;6;34;8;19;2;30;10
82;0;24/04/2020;12;5;30;3;8;4;18;3;4;1;12;0
83;0;24/04/2020;320;43;497;100;187;31;274;54;131;12;222;45
84;0;24/04/2020;79;14;150;26;46;10;75;16;33;4;75;10
85;0;24/04/2020;52;12;129;30;25;8;70;21;27;4;59;9
86;0;24/04/2020;47;9;80;29;29;5;38;15;17;3;42;13
87;0;24/04/2020;50;9;83;21;24;7;40;10;26;2;42;11
88;0;24/04/2020;233;22;407;222;106;15;216;132;126;7;189;90
89;0;24/04/2020;109;23;147;50;56;22;78;28;53;1;68;22
90;0;24/04/2020;156;20;337;141;82;16;200;84;73;4;137;57
91;0;24/04/2020;1174;167;1023;375;554;104;615;221;603;61;399;150
92;0;24/04/2020;1933;347;2416;776;1054;259;1382;462;862;84;1023;309
93;0;24/04/2020;1551;200;1927;768;793;140;1130;479;741;54;779;282
94;0;24/04/2020;1982;283;2092;848;1033;208;1152;488;933;75;914;343
95;0;24/04/2020;951;121;1538;523;499;85;905;333;447;35;626;188
971;0;24/04/2020;23;13;70;13;16;9;34;6;7;4;36;7
972;0;24/04/2020;32;9;63;14;20;7;33;10;12;2;30;4
973;0;24/04/2020;3;0;34;1;1;0;16;1;2;0;18;0
974;0;24/04/2020;8;2;100;0;7;2;47;0;1;0;53;0
976;0;24/04/2020;28;3;60;6;18;3;37;5;9;0;22;1
1;0;25/04/2020;162;19;229;75;80;16;124;44;80;3;98;30
2;0;25/04/2020;287;38;598;196;145;24;231;118;142;14;365;75
3;0;25/04/2020;53;14;113;24;26;10;47;11;27;4;64;12
4;0;25/04/2020;29;1;99;7;15;0;39;5;14;1;59;2
5;0;25/04/2020;41;8;93;6;15;6;55;2;23;2;38;4
6;0;25/04/2020;259;47;401;122;127;27;192;64;119;14;198;56
7;0;25/04/2020;95;25;259;57;65;22;108;36;27;1;127;16
8;0;25/04/2020;54;12;106;43;21;7;55;22;32;5;49;21
9;0;25/04/2020;11;1;25;2;4;1;13;1;6;0;10;1
10;0;25/04/2020;230;11;340;102;128;9;189;65;99;1;150;36
11;0;25/04/2020;57;7;148;48;29;6;81;34;28;1;67;14
12;0;25/04/2020;45;2;99;20;20;2;49;11;25;0;50;9
13;0;25/04/2020;974;180;2083;362;504;133;1064;194;467;46;982;166
14;0;25/04/2020;148;25;153;55;67;21;85;37;81;4;67;18
15;0;25/04/2020;21;3;26;4;13;2;15;3;8;1;11;1
16;0;25/04/2020;9;2;37;10;2;1;23;7;6;0;14;3
17;0;25/04/2020;73;14;82;37;41;12;48;25;32;2;34;12
18;0;25/04/2020;87;6;64;51;35;5;35;28;51;1;29;22
19;0;25/04/2020;74;10;59;22;42;7;32;20;31;2;27;2
21;0;25/04/2020;292;59;606;203;124;30;279;120;167;29;323;83
22;0;25/04/2020;52;6;121;24;22;4;61;15;30;2;59;9
23;0;25/04/2020;26;9;20;5;12;4;13;3;14;5;7;2
24;0;25/04/2020;31;4;51;9;13;1;31;3;18;3;20;5
25;0;25/04/2020;171;46;393;112;91;34;205;66;79;11;184;44
26;0;25/04/2020;140;33;363;112;77;21;199;65;61;10;164;47
27;0;25/04/2020;114;10;83;62;52;9;41;31;61;1;41;31
28;0;25/04/2020;234;22;285;79;100;18;148;39;126;4;124;39
29;0;25/04/2020;76;18;122;35;45;12;71;21;31;6;50;13
2A;0;25/04/2020;54;7;87;42;20;6;37;27;34;1;50;15
2B;0;25/04/2020;10;2;85;8;6;1;45;5;4;1;40;3
30;0;25/04/2020;125;27;170;49;63;17;94;26;62;10;76;23
31;0;25/04/2020;153;60;433;45;96;49;233;32;53;11;196;13
32;0;25/04/2020;34;6;46;16;19;5;26;10;15;1;20;6
33;0;25/04/2020;248;64;598;105;134;49;301;50;114;15;296;55
34;0;25/04/2020;123;36;521;98;60;27;254;57;60;8;261;41
35;0;25/04/2020;158;19;258;67;91;13;151;35;65;5;106;32
36;0;25/04/2020;118;10;56;60;55;4;23;35;62;6;32;25
37;0;25/04/2020;163;39;185;56;79;30;94;39;83;8;90;17
38;0;25/04/2020;215;34;385;95;110;26;186;54;101;8;197;41
39;0;25/04/2020;104;8;145;43;40;6;66;22;62;2;79;21
40;0;25/04/2020;26;4;43;10;17;3;24;6;9;1;19;4
41;0;25/04/2020;124;14;105;38;59;10;55;24;65;4;50;14
42;0;25/04/2020;412;78;560;173;221;63;293;117;188;13;261;56
43;0;25/04/2020;39;1;65;9;16;1;24;6;22;0;41;3
44;0;25/04/2020;259;34;357;111;130;27;196;61;125;7;160;49
45;0;25/04/2020;248;53;361;64;132;39;185;40;115;14;176;24
46;0;25/04/2020;23;5;123;15;12;4;43;6;11;1;80;9
47;0;25/04/2020;31;2;38;5;17;2;21;5;14;0;16;0
48;0;25/04/2020;2;0;15;0;0;0;10;0;2;0;5;0
49;0;25/04/2020;180;30;354;91;105;23;171;54;73;7;181;37
50;0;25/04/2020;51;12;92;36;32;11;45;17;19;1;44;19
51;0;25/04/2020;333;42;653;199;184;33;298;119;144;9;347;78
52;0;25/04/2020;81;20;125;54;39;9;73;23;42;11;52;31
53;0;25/04/2020;85;10;73;27;38;8;37;14;47;2;36;13
54;0;25/04/2020;450;106;637;249;230;76;307;146;208;26;309;101
55;0;25/04/2020;130;14;257;80;66;9;129;44;64;5;128;36
56;0;25/04/2020;126;16;265;76;69;14;148;47;56;2;117;29
57;0;25/04/2020;895;130;1413;623;457;93;722;353;434;37;685;266
58;0;25/04/2020;52;8;43;22;21;6;13;11;31;2;30;11
59;0;25/04/2020;900;190;1197;408;463;139;617;213;432;50;570;190
60;0;25/04/2020;461;48;688;308;207;35;360;178;250;13;323;129
61;0;25/04/2020;66;13;148;27;38;13;59;17;27;0;89;10
62;0;25/04/2020;438;66;720;203;210;49;350;120;223;15;365;83
63;0;25/04/2020;47;14;120;32;24;10;65;21;23;4;55;11
64;0;25/04/2020;66;7;145;21;34;6;78;15;32;1;67;6
65;0;25/04/2020;77;4;81;19;32;3;44;8;44;1;36;11
66;0;25/04/2020;24;11;250;28;17;9;107;13;7;2;143;15
67;0;25/04/2020;917;173;1566;483;485;121;864;279;426;52;693;201
68;0;25/04/2020;932;119;1720;657;470;83;934;399;458;36;781;253
69;0;25/04/2020;1191;179;1643;461;567;138;819;250;619;41;791;201
70;0;25/04/2020;111;13;151;66;59;10;79;42;51;3;71;24
71;0;25/04/2020;223;25;396;147;112;20;180;76;110;5;214;71
72;0;25/04/2020;144;14;197;48;74;11;100;24;70;3;97;24
73;0;25/04/2020;84;10;295;41;46;8;135;27;38;2;159;14
74;0;25/04/2020;223;34;585;129;117;26;327;80;102;8;251;49
75;0;25/04/2020;2568;540;3626;1345;1398;403;2112;856;1140;135;1484;478
76;0;25/04/2020;236;56;498;134;112;43;239;87;119;13;253;45
77;0;25/04/2020;701;146;1558;441;382;107;890;262;315;39;651;178
78;0;25/04/2020;830;121;1318;400;409;94;744;245;413;26;569;153
79;0;25/04/2020;28;2;38;14;15;1;18;8;13;1;20;6
80;0;25/04/2020;299;47;469;166;133;37;235;99;162;10;227;66
81;0;25/04/2020;38;8;65;18;18;6;34;8;20;2;30;10
82;0;25/04/2020;12;5;30;3;8;4;18;3;4;1;12;0
83;0;25/04/2020;291;39;536;102;165;29;301;54;124;10;234;47
84;0;25/04/2020;77;14;154;26;45;10;78;16;32;4;76;10
85;0;25/04/2020;49;12;132;30;23;8;72;21;26;4;60;9
86;0;25/04/2020;47;7;81;29;29;4;39;15;17;2;42;13
87;0;25/04/2020;48;8;84;22;22;6;41;11;26;2;42;11
88;0;25/04/2020;231;20;415;224;103;14;221;134;127;6;192;90
89;0;25/04/2020;115;23;148;51;58;22;79;28;57;1;68;23
90;0;25/04/2020;148;19;345;142;78;16;205;84;69;3;140;58
91;0;25/04/2020;1201;169;1047;378;561;107;632;222;623;60;406;152
92;0;25/04/2020;1903;324;2493;789;1035;241;1416;470;849;79;1066;314
93;0;25/04/2020;1492;192;1985;774;769;133;1161;482;707;53;805;285
94;0;25/04/2020;1970;298;2157;861;1021;218;1188;495;933;80;943;349
95;0;25/04/2020;944;123;1570;528;499;87;919;335;440;35;644;191
971;0;25/04/2020;22;11;70;13;15;7;34;6;7;4;36;7
972;0;25/04/2020;32;9;63;14;20;7;33;10;12;2;30;4
973;0;25/04/2020;1;0;35;1;0;0;17;1;1;0;18;0
974;0;25/04/2020;7;2;102;0;6;2;49;0;1;0;53;0
976;0;25/04/2020;28;3;60;6;18;3;37;5;9;0;22;1
1;0;26/04/2020;165;19;230;75;81;16;124;44;81;3;99;30
2;0;26/04/2020;295;38;597;199;150;24;231;120;145;14;364;76
3;0;26/04/2020;55;14;114;24;28;10;47;11;27;4;65;12
4;0;26/04/2020;29;1;99;7;15;0;39;5;14;1;59;2
5;0;26/04/2020;41;8;93;6;15;6;55;2;23;2;38;4
6;0;26/04/2020;258;49;404;123;127;30;194;64;119;14;199;57
7;0;26/04/2020;101;24;260;58;67;21;109;37;31;1;127;16
8;0;26/04/2020;53;10;109;43;19;7;58;22;33;3;49;21
9;0;26/04/2020;11;1;25;2;4;1;13;1;6;0;10;1
10;0;26/04/2020;229;11;340;103;128;9;189;65;98;1;150;37
11;0;26/04/2020;55;5;150;49;28;4;82;34;27;1;68;15
12;0;26/04/2020;45;2;99;20;20;2;49;11;25;0;50;9
13;0;26/04/2020;997;183;2088;366;516;134;1068;199;478;48;983;165
14;0;26/04/2020;149;26;153;55;68;21;85;37;81;5;67;18
15;0;26/04/2020;21;3;26;4;13;2;15;3;8;1;11;1
16;0;26/04/2020;9;2;37;10;2;1;23;7;6;0;14;3
17;0;26/04/2020;69;14;83;40;40;12;48;26;29;2;35;14
18;0;26/04/2020;90;6;64;52;37;5;35;29;52;1;29;22
19;0;26/04/2020;75;10;59;22;43;7;32;20;31;2;27;2
21;0;26/04/2020;285;50;609;207;120;25;280;122;165;25;324;85
22;0;26/04/2020;51;6;122;24;22;4;61;15;29;2;60;9
23;0;26/04/2020;29;9;20;5;13;4;13;3;16;5;7;2
24;0;26/04/2020;33;4;51;9;13;1;31;3;20;3;20;5
25;0;26/04/2020;179;49;395;113;95;36;207;66;83;12;184;45
26;0;26/04/2020;144;34;363;112;80;21;199;65;62;11;164;47
27;0;26/04/2020;115;10;83;62;53;9;41;31;61;1;41;31
28;0;26/04/2020;229;18;294;82;101;14;150;39;120;4;130;42
29;0;26/04/2020;75;17;122;36;44;11;71;22;31;6;50;13
2A;0;26/04/2020;54;7;87;42;20;6;37;27;34;1;50;15
2B;0;26/04/2020;10;2;85;8;6;1;45;5;4;1;40;3
30;0;26/04/2020;127;27;171;49;64;17;94;26;63;10;77;23
31;0;26/04/2020;150;58;437;45;95;47;234;32;51;11;199;13
32;0;26/04/2020;42;6;46;16;24;5;26;10;18;1;20;6
33;0;26/04/2020;248;64;603;106;134;48;302;50;114;16;300;56
34;0;26/04/2020;124;36;521;98;61;27;254;57;60;8;261;41
35;0;26/04/2020;157;19;261;67;91;13;152;35;64;5;108;32
36;0;26/04/2020;118;10;56;61;55;4;23;36;62;6;32;25
37;0;26/04/2020;165;36;188;56;81;27;94;39;83;8;93;17
38;0;26/04/2020;213;34;386;96;109;26;186;55;100;8;198;41
39;0;26/04/2020;104;8;145;43;40;6;66;22;62;2;79;21
40;0;26/04/2020;26;4;43;10;17;3;24;6;9;1;19;4
41;0;26/04/2020;126;14;105;38;59;10;55;24;67;4;50;14
42;0;26/04/2020;414;78;564;176;221;62;294;119;190;14;264;57
43;0;26/04/2020;39;1;65;9;16;1;24;6;22;0;41;3
44;0;26/04/2020;253;32;362;115;126;26;199;63;123;6;162;51
45;0;26/04/2020;245;54;362;66;133;40;185;40;111;14;177;26
46;0;26/04/2020;23;5;123;15;12;4;43;6;11;1;80;9
47;0;26/04/2020;32;3;38;5;17;2;21;5;15;1;16;0
48;0;26/04/2020;2;0;15;0;0;0;10;0;2;0;5;0
49;0;26/04/2020;174;29;357;94;101;22;173;56;71;7;182;38
50;0;26/04/2020;52;12;92;36;32;11;45;17;20;1;44;19
51;0;26/04/2020;334;42;654;201;183;33;298;120;146;9;348;79
52;0;26/04/2020;79;20;126;55;38;9;73;24;41;11;53;31
53;0;26/04/2020;85;10;73;27;38;8;37;14;47;2;36;13
54;0;26/04/2020;452;109;640;250;232;80;310;147;208;25;309;101
55;0;26/04/2020;131;14;258;81;67;9;129;45;64;5;129;36
56;0;26/04/2020;125;16;267;76;68;14;150;47;56;2;117;29
57;0;26/04/2020;890;130;1432;626;450;91;731;355;436;39;695;267
58;0;26/04/2020;51;7;43;22;20;5;13;11;31;2;30;11
59;0;26/04/2020;898;192;1204;409;464;141;620;214;429;50;574;190
60;0;26/04/2020;463;47;690;309;211;36;360;178;248;11;325;130
61;0;26/04/2020;66;13;147;27;38;13;59;17;27;0;88;10
62;0;26/04/2020;436;63;725;206;210;47;352;122;221;14;368;84
63;0;26/04/2020;48;15;120;32;25;11;65;21;23;4;55;11
64;0;26/04/2020;64;6;147;22;33;5;79;16;31;1;68;6
65;0;26/04/2020;76;4;82;19;31;3;45;8;44;1;36;11
66;0;26/04/2020;23;11;251;28;17;9;107;13;6;2;144;15
67;0;26/04/2020;910;169;1571;489;482;117;867;282;422;52;695;204
68;0;26/04/2020;936;120;1729;664;469;84;940;405;462;35;784;254
69;0;26/04/2020;1189;175;1655;468;564;136;825;254;620;39;797;204
70;0;26/04/2020;113;13;151;67;61;10;79;43;51;3;71;24
71;0;26/04/2020;224;26;398;149;110;21;182;76;113;5;214;73
72;0;26/04/2020;150;15;197;48;76;12;100;24;73;3;97;24
73;0;26/04/2020;83;10;298;41;45;8;136;27;38;2;161;14
74;0;26/04/2020;222;32;590;131;115;24;329;82;103;8;254;49
75;0;26/04/2020;2554;523;3667;1366;1383;395;2138;866;1142;127;1499;489
76;0;26/04/2020;226;55;509;139;108;41;241;89;113;14;262;48
77;0;26/04/2020;689;146;1580;448;380;108;898;268;307;38;662;179
78;0;26/04/2020;835;122;1323;401;411;95;749;245;416;26;569;154
79;0;26/04/2020;30;3;38;14;15;1;18;8;15;2;20;6
80;0;26/04/2020;303;50;469;168;134;39;235;100;165;11;227;67
81;0;26/04/2020;38;8;65;18;18;6;34;8;20;2;30;10
82;0;26/04/2020;12;5;30;3;8;4;18;3;4;1;12;0
83;0;26/04/2020;289;40;538;103;162;30;303;55;125;10;234;47
84;0;26/04/2020;79;12;154;26;45;10;78;16;34;2;76;10
85;0;26/04/2020;49;12;132;30;23;8;72;21;26;4;60;9
86;0;26/04/2020;47;7;81;29;29;4;39;15;17;2;42;13
87;0;26/04/2020;48;8;84;22;22;6;41;11;26;2;42;11
88;0;26/04/2020;232;18;415;225;101;12;221;135;130;6;192;90
89;0;26/04/2020;113;22;150;53;55;21;81;30;58;1;68;23
90;0;26/04/2020;149;20;346;143;77;16;206;84;71;4;140;59
91;0;26/04/2020;1198;167;1051;380;560;104;634;223;621;61;408;153
92;0;26/04/2020;1890;328;2524;799;1025;245;1433;478;844;79;1080;316
93;0;26/04/2020;1491;193;2009;779;772;133;1172;485;702;54;818;287
94;0;26/04/2020;1971;293;2166;872;1018;214;1193;503;935;79;947;352
95;0;26/04/2020;942;119;1579;533;493;86;926;337;443;33;646;194
971;0;26/04/2020;23;11;70;13;16;7;34;6;7;4;36;7
972;0;26/04/2020;32;8;63;14;20;6;33;10;12;2;30;4
973;0;26/04/2020;1;0;35;1;0;0;17;1;1;0;18;0
974;0;26/04/2020;6;2;103;0;5;2;50;0;1;0;53;0
976;0;26/04/2020;34;5;66;6;22;5;39;5;11;0;26;1
1;0;27/04/2020;162;18;237;75;82;15;125;44;77;3;105;30
2;0;27/04/2020;288;38;581;200;149;24;225;120;139;14;354;77
3;0;27/04/2020;54;14;115;24;27;10;48;11;27;4;65;12
4;0;27/04/2020;27;1;102;7;13;0;41;5;14;1;60;2
5;0;27/04/2020;36;8;98;6;12;6;58;2;21;2;40;4
6;0;27/04/2020;260;48;406;127;130;30;194;65;117;13;201;60
7;0;27/04/2020;102;23;194;64;66;20;89;42;34;1;80;17
8;0;27/04/2020;52;10;110;45;20;7;58;23;31;3;50;22
9;0;27/04/2020;10;1;26;2;4;1;13;1;5;0;11;1
10;0;27/04/2020;225;9;347;105;127;8;193;67;95;0;153;37
11;0;27/04/2020;54;6;150;49;29;5;82;34;25;1;68;15
12;0;27/04/2020;45;2;99;20;20;2;49;11;25;0;50;9
13;0;27/04/2020;1004;180;2120;381;518;130;1088;210;482;49;995;169
14;0;27/04/2020;149;26;154;55;69;21;85;37;80;5;68;18
15;0;27/04/2020;26;3;26;5;16;2;15;3;10;1;11;2
16;0;27/04/2020;9;2;37;10;2;1;23;7;6;0;14;3
17;0;27/04/2020;72;14;83;41;42;12;48;27;30;2;35;14
18;0;27/04/2020;92;6;64;56;40;5;35;29;51;1;29;26
19;0;27/04/2020;79;11;61;23;45;8;33;20;33;2;28;3
21;0;27/04/2020;288;52;618;213;123;27;284;123;165;25;329;90
22;0;27/04/2020;52;6;122;24;22;4;62;15;30;2;60;9
23;0;27/04/2020;29;9;20;5;13;4;13;3;16;5;7;2
24;0;27/04/2020;34;4;51;9;14;1;31;3;20;3;20;5
25;0;27/04/2020;179;49;397;115;94;36;209;67;83;12;184;46
26;0;27/04/2020;144;33;368;113;82;20;201;66;60;11;167;47
27;0;27/04/2020;112;10;87;64;53;9;42;32;58;1;44;32
28;0;27/04/2020;227;18;305;84;102;14;154;40;117;4;137;43
29;0;27/04/2020;73;16;123;36;42;10;72;22;31;6;50;13
2A;0;27/04/2020;54;7;87;42;20;6;37;27;34;1;50;15
2B;0;27/04/2020;10;1;85;8;6;0;45;5;4;1;40;3
30;0;27/04/2020;130;26;175;55;62;17;98;29;68;9;77;26
31;0;27/04/2020;155;59;437;45;97;48;234;32;53;11;199;13
32;0;27/04/2020;41;5;47;17;21;4;27;11;20;1;20;6
33;0;27/04/2020;253;58;611;108;135;44;306;50;118;14;304;58
34;0;27/04/2020;123;35;523;99;58;26;255;57;61;8;262;42
35;0;27/04/2020;156;19;261;68;91;13;152;35;63;5;108;33
36;0;27/04/2020;117;10;56;63;53;4;23;37;63;6;32;26
37;0;27/04/2020;162;36;189;57;79;26;95;39;82;9;93;18
38;0;27/04/2020;218;33;384;98;112;25;185;56;103;8;197;42
39;0;27/04/2020;103;9;147;44;39;7;67;23;62;2;80;21
40;0;27/04/2020;25;4;44;10;17;3;24;6;8;1;20;4
41;0;27/04/2020;130;13;107;40;61;10;55;25;69;3;52;15
42;0;27/04/2020;418;77;568;178;222;61;296;121;192;14;265;57
43;0;27/04/2020;38;1;65;9;16;1;24;6;21;0;41;3
44;0;27/04/2020;245;31;377;118;122;25;205;66;119;6;171;51
45;0;27/04/2020;250;57;365;67;135;42;187;40;114;15;178;27
46;0;27/04/2020;22;3;125;15;11;2;44;7;11;1;81;8
47;0;27/04/2020;33;3;38;5;18;2;21;5;15;1;16;0
48;0;27/04/2020;2;0;15;0;0;0;10;0;2;0;5;0
49;0;27/04/2020;181;29;360;96;104;21;174;58;74;8;184;38
50;0;27/04/2020;52;11;93;36;32;10;45;17;20;1;45;19
51;0;27/04/2020;327;40;660;208;179;32;302;123;143;8;350;83
52;0;27/04/2020;78;18;126;56;38;9;73;24;40;9;53;32
53;0;27/04/2020;86;11;75;28;40;9;38;15;46;2;37;13
54;0;27/04/2020;453;110;653;251;234;81;312;148;207;25;320;101
55;0;27/04/2020;126;14;263;83;65;9;131;46;61;5;132;37
56;0;27/04/2020;125;16;268;76;68;13;151;47;56;3;117;29
57;0;27/04/2020;880;125;1458;635;447;89;746;360;429;36;706;271
58;0;27/04/2020;50;6;44;22;19;4;14;11;31;2;30;11
59;0;27/04/2020;888;190;1218;414;461;140;626;216;423;49;581;193
60;0;27/04/2020;453;44;707;317;206;33;370;182;243;11;332;134
61;0;27/04/2020;66;12;147;28;38;12;59;18;27;0;88;10
62;0;27/04/2020;445;71;755;212;217;53;364;125;223;16;386;87
63;0;27/04/2020;48;14;120;33;25;10;65;22;23;4;55;11
64;0;27/04/2020;64;5;148;23;34;5;79;17;30;0;69;6
65;0;27/04/2020;74;4;84;19;30;3;46;8;44;1;36;11
66;0;27/04/2020;21;10;252;29;15;8;107;14;6;2;145;15
67;0;27/04/2020;924;171;1589;496;493;117;877;287;425;54;702;206
68;0;27/04/2020;931;111;1753;672;470;81;951;411;455;29;797;256
69;0;27/04/2020;1151;175;1684;481;549;134;837;261;597;41;814;210
70;0;27/04/2020;101;13;164;67;54;10;86;43;46;3;77;24
71;0;27/04/2020;231;26;401;154;110;20;184;79;120;6;215;75
72;0;27/04/2020;143;15;206;50;74;12;102;25;68;3;104;25
73;0;27/04/2020;83;10;302;41;45;8;138;27;38;2;163;14
74;0;27/04/2020;219;32;599;134;111;24;334;85;104;8;258;49
75;0;27/04/2020;2506;513;3735;1387;1364;385;2165;875;1114;127;1539;501
76;0;27/04/2020;222;53;512;141;106;40;244;90;111;13;262;49
77;0;27/04/2020;691;146;1593;458;389;108;901;275;301;38;672;182
78;0;27/04/2020;826;115;1337;408;408;91;758;248;410;23;574;158
